Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,target
Ice Cream & Desserts,McCain Smiles - Pudina Chatka,12000,5,3,11400,375,False,375,31798.469220977146
Ice Cream & Desserts,McCain French Fries Crisp & Delicious,17500,4,3,16700,750,False,750,46581.96806932617
Ice Cream & Desserts,Ferrero Nutella Hazelnut Spread,22000,5,2,20700,180,False,180,38492.88379381444
Ice Cream & Desserts,Lijjat Garlic Papad,6000,5,5,5700,200,False,200,26498.72435081429
Ice Cream & Desserts,Switz Samosa Dough Sheets,9000,4,6,8600,50,False,50,47976.637772000606
Ice Cream & Desserts,Amul Cheese Spread Creamy,8500,5,6,8000,180,False,180,44629.43048558196
Ice Cream & Desserts,Maggi Imli Sauce Pichkoo,2200,0,6,2200,90,False,90,12273.093383535039
Ice Cream & Desserts,Whiskas Kitten (2-12 months) Dry Cat Food Food Ocean Fish,38500,9,5,34700,1100,False,1100,161316.79560934313
Ice Cream & Desserts,Chings Instant Soup - Sweet Corn Veg,1000,0,2,1000,15,False,15,1859.559603565915
Ice Cream & Desserts,Whiskas Wet  Meal (Kitten - Cat Food)  Chicken in Gravy,3500,5,2,3300,85,False,85,6136.546691767519
Ice Cream & Desserts,McCain Crazy Fries Masala MixHot 'n' Tangy,12000,5,6,11400,400,False,400,63596.93844195429
Ice Cream & Desserts,The Whole Truth Double Cocoa Protein Bar No Sugar,10000,10,6,9000,52,False,52,50208.109296279705
Ice Cream & Desserts,Amul Happy Treats French Fries,6800,4,1,6500,425,False,425,6043.568711589223
Ice Cream & Desserts,Ferrero Nutella Hazeulnut Spread,38000,6,5,35700,350,False,350,165965.69461825793
Ice Cream & Desserts,Veeba Chipolte Southwest Dressing,16100,7,4,14900,300,False,300,55414.876186264264
Ice Cream & Desserts,Ching's Secret Manchow Noodles Instant Soup,1500,0,6,1500,20,False,20,8368.018216046617
Ice Cream & Desserts,Yoga Bar Breakfast Protein Bar - Blueberry Pie,5000,12,1,4400,50,False,50,4091.031127845013
Ice Cream & Desserts,Quaker Oats,19900,7,6,18400,1000,False,1,102647.69011683851
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coconut Cocoa No Added Sugar,5500,25,6,4100,27,False,27,22872.583123860753
Ice Cream & Desserts,Switz Spring Roll Dough Sheets,9000,4,6,8600,1160,False,20,47976.637772000606
Ice Cream & Desserts,Unibic Fruit & Nut Real Cranberries & Almonds Protein Bar,4000,17,6,3300,30,False,30,18409.64007530256
Ice Cream & Desserts,Ching's Secret Tomato Instant Soup,1000,0,1,1000,16,False,15,929.7798017829575
Ice Cream & Desserts,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,44629.43048558196
Ice Cream & Desserts,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,11994.159443000151
Ice Cream & Desserts,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,11157.35762139549
Ice Cream & Desserts,Kellogg's Crunchy Fruit & Nut Breakfast Cereals Muesli,44500,9,6,40100,750,False,750,223705.02030897958
Ice Cream & Desserts,Ching's Secret Chilli Vinegar,5000,0,4,5000,170,False,170,18595.59603565915
Ice Cream & Desserts,Ching's Red Chilli Sauce,5500,0,6,5500,200,False,200,30682.733458837596
Ice Cream & Desserts,Amul Lite Spread,4000,2,5,3900,100,False,100,18130.70613476767
Ice Cream & Desserts,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,69733.48513372181
Ice Cream & Desserts,The Whole Truth Cranberry Mini Protein Bar No Sugar,5500,20,6,4400,27,False,27,24546.186767070078
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Coffee Cocoa No Added Sugar,5500,20,6,4400,27,False,27,24546.186767070078
Ice Cream & Desserts,Maggi Hot & Sweet Tomato Chilli Sauce,11500,0,1,11500,500,False,500,10692.467720504012
Ice Cream & Desserts,Sunfeast YiPPee! Noodles - Magic Masala,9600,5,4,9100,540,False,540,33843.98478489965
Ice Cream & Desserts,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,44629.43048558196
Ice Cream & Desserts,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,5020.810929627971
Ice Cream & Desserts,Veeba Cheese and Chilli Sandwich Spread,8900,11,6,7900,275,False,275,44071.56260451218
Ice Cream & Desserts,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,8182.062255690026
Ice Cream & Desserts,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,19525.37583744211
Ice Cream & Desserts,MTR 3 Min Poha,2500,0,6,2500,60,False,60,13946.697026744363
Ice Cream & Desserts,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,6973.3485133721815
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Mini Protein Bar No Sugar ,5500,25,6,4100,27,False,27,22872.583123860753
Ice Cream & Desserts,Gits Pav Bhaji Ready to Eat,11000,22,6,8500,300,False,300,47418.76989093083
Ice Cream & Desserts,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,21942.803322077798
Ice Cream & Desserts,Lijjat Udad Mini Papad,6000,6,6,5600,200,False,200,31240.60133990737
Ice Cream & Desserts,McCain Herb & Garlic Crazy Fries Masala Mix ,12000,5,5,11400,400,False,400,52997.44870162858
Ice Cream & Desserts,Yoga Bar Multigrain Energy Bar Nuts And Seeds,4000,12,4,3500,38,False,38,13016.917224961406
Ice Cream & Desserts,"Ching's Secret Sauce, Green Chilli",5500,0,5,5500,190,False,190,25568.94454903133
Ice Cream & Desserts,Veeba Pizza Topping,7500,6,4,7000,280,False,280,26033.83444992281
Ice Cream & Desserts,Switz Paratha Puff,11000,4,6,10500,400,False,400,58576.12751232632
Ice Cream & Desserts,"New Kellogg's Muesli with 21% Fruit, Nut & Seeds",32500,6,6,30500,500,False,500,170149.7037262812
Ice Cream & Desserts,The Whole Truth Double Cocoa Mini Protein Bar No Sugar,5500,20,5,4400,27,False,27,20455.155639225064
Ice Cream & Desserts,Sunfeast Yippee Tricolor Pasta Seasoning,2800,17,1,2300,65,False,65,2138.4935441008024
Ice Cream & Desserts,Wingreens Cheesy Chipotle Sauce,9900,49,1,5000,130,False,130,4648.899008914787
Ice Cream & Desserts,Maggi Rich Tomato Ketchup,10500,4,2,10000,500,False,500,18595.59603565915
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Creamy,23500,25,6,17400,325,False,325,97069.01130614076
Ice Cream & Desserts,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,27242.548192240654
Ice Cream & Desserts,Go Cheese  Spread Plain,9900,5,6,9400,200,False,200,52439.580820558804
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,17500,9,6,15800,300,False,300,88143.12520902437
Ice Cream & Desserts,The Whole Truth Vegan Almond Choco Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,26777.658291349177
Ice Cream & Desserts,Prasuma Vegetable Momos,27000,0,5,27000,24,False,24,125520.27324069926
Ice Cream & Desserts,MTR Upma,5000,10,6,4500,160,False,160,25104.054648139852
Ice Cream & Desserts,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,5578.678810697745
Ice Cream & Desserts,The Whole Truth Cranberry Protein Bar No Sugar,10000,26,6,7400,52,False,52,41282.223199163316
Ice Cream & Desserts,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,3719.11920713183
Ice Cream & Desserts,Veeba English Mustard,7400,6,2,6900,300,False,300,12830.961264604814
Ice Cream & Desserts,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,25104.054648139852
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Almond Caramel (No Added Sugar),32500,4,6,30900,400,False,400,172381.1752505603
Ice Cream & Desserts,The Whole Truth Mini Protein Bar - Peanut Butter No Added Sugar,5500,25,6,4100,27,False,27,22872.583123860753
Ice Cream & Desserts,ITC Master Chef Crispy Chicken Fries ,17000,4,3,16200,280,False,280,45187.29836665173
Ice Cream & Desserts,Kelloggs Corn Flakes,9900,13,6,8600,250,False,250,47976.637772000606
Ice Cream & Desserts,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,8368.018216046617
Ice Cream & Desserts,Smith & Jones White Pasta Sauce Mix,4000,0,3,4000,46,False,46,11157.35762139549
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,2324.4495044573937
Ice Cream & Desserts,Mothers Recipe Tamrind Date Chutney ,5500,9,2,5000,200,False,200,9297.798017829575
Ice Cream & Desserts,Veeba Mint Mayonnaise,16900,8,4,15500,300,False,300,57646.34771054336
Ice Cream & Desserts,Mccain Emotibites - Crispy Happy Potato Snack,13000,0,6,12900,415,False,415,71964.95665800091
Ice Cream & Desserts,The Whole Truth Energy Bar Choco Cranberry Fudge,6000,26,6,4400,40,False,40,24546.186767070078
Ice Cream & Desserts,Godrej Yummiez Chicken Lucknowi Seekh Kebab,26000,10,4,23400,400,False,400,87027.38944688482
Ice Cream & Desserts,Prasuma Vegetable Momos,15000,0,5,15000,580,False,10,69733.48513372181
Ice Cream & Desserts,Mother's Recipe Mixed Pickle,8500,9,2,7700,300,False,300,14318.608947457546
Ice Cream & Desserts,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,17,3,2300,65,False,65,6415.480632302407
Ice Cream & Desserts,The Whole Truth Peanut Cocoa Protein Bar No Sugar,10000,26,6,7400,52,False,52,41282.223199163316
Ice Cream & Desserts,Yoga Bar Breakfast Muesli - Chocolate & Cranberry ,32500,4,6,30900,400,False,400,172381.1752505603
Ice Cream & Desserts,Sunfeast YiPPee! Magic Masala Noodles,7000,10,3,6300,405,False,405,17572.838253697897
Ice Cream & Desserts,Veeba Sweet Onion Sauce,14100,14,4,12100,350,False,350,45001.342406295145
Ice Cream & Desserts,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,4900,8,6,4500,200,False,200,25104.054648139852
Ice Cream & Desserts,Mother's Recipe Tamarind Paste,5000,2,6,4900,200,False,200,27335.52617241895
Ice Cream & Desserts,Yogabar No Added Sugar Protein Bar Brownie,12500,15,4,10600,60,False,60,39422.6635955974
Ice Cream & Desserts,Bambino Popular Vermicelli ,4000,2,3,3900,400,False,400,10878.423680860602
Ice Cream & Desserts,Ching's Secret Mix Veg Instant Soup,1000,0,3,1000,15,False,15,2789.3394053488723
Ice Cream & Desserts,Mother's Recipe Pickle - Red Stuffed Chilli,14500,11,3,12900,400,False,400,35982.478329000456
Ice Cream & Desserts,Kellogg's No Added Sugar Muesli,33500,11,6,29800,500,False,500,166244.6285587928
Ice Cream & Desserts,Veeba Salsa Dip,11900,6,6,11100,360,False,360,61923.33479874497
Ice Cream & Desserts,Veeba Thousand Island Dressing,14900,8,6,13700,300,False,300,76427.89970655911
Ice Cream & Desserts,Baggry's Crunchy Muesli Almond Raisins & Honey,13000,0,5,13000,200,False,200,60435.68711589224
Ice Cream & Desserts,Knorr Chinese Hot And Sour Veg Soup,5500,3,1,5300,43,False,43,4927.832949449675
Ice Cream & Desserts,Go Cheese Spread - Garlic,9900,5,6,9400,200,False,200,52439.580820558804
Ice Cream & Desserts,The Whole Truth Peanut Butter With Dates - Creamy No Sugar,21500,9,6,19400,325,False,325,108226.36892753626
Ice Cream & Desserts,Zorabian Chicken Smoked Ham,20500,5,1,19400,250,False,250,18037.728154589375
Ice Cream & Desserts,Kissan Pineapple Jam,16500,9,1,14900,500,False,500,13853.719046566066
Ice Cream & Desserts,Smith & Jones Masala Noodles,8900,0,5,8900,480,False,480,41375.20117934161
Ice Cream & Desserts,Nestle Nestle Nan Pro Follow-Up Formula,65000,0,6,65000,400,False,400,362614.1226953534
Ice Cream & Desserts,Sunfeast Yippee! Power Up Atta Noodles,9600,15,6,8100,280,False,280,45187.29836665173
Ice Cream & Desserts,McCain Super Wedges,12000,7,6,11100,400,False,400,61923.33479874497
Ice Cream & Desserts,"Kellogg's Crunchy Granola Honey, Almonds, Strawberries & Pumpkin Seeds",33000,10,1,29400,450,False,450,27335.52617241895
Ice Cream & Desserts,Kellogg's Chocos,13000,10,6,11700,250,False,250,65270.542085163615
Ice Cream & Desserts,Ching's Secret Just Soak - Whole Wheat Veg Hakka Noodle,3200,0,3,3200,150,False,150,8925.886097116392
Ice Cream & Desserts,The Whole Truth Vegan Fig Apricot & Orange Energy Bar No Sugar,6000,20,6,4800,40,False,40,26777.658291349177
Ice Cream & Desserts,Saffola Veggie Twist Masala Oats,19500,12,2,17100,500,False,500,31798.469220977146
Ice Cream & Desserts,ITC Master Chef Classic Aloo Tikki,8000,10,3,7200,320,False,320,20083.243718511883
Ice Cream & Desserts,Smith & Jones Pink Pasta Sauce Mix,4000,0,4,4000,46,False,46,14876.47682852732
Ice Cream & Desserts,Wingreens Farms Chipotle Dip,20000,25,1,15000,180,False,180,13946.697026744363
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,55000,5,3,52000,1000,False,1,145045.64907814137
Ice Cream & Desserts,Kellogg's Crunchy Granola Chocolate & Almonds,33000,10,3,29400,450,False,450,82006.57851725686
Ice Cream & Desserts,Cornitos Cornitos Taco Shells - 6 Inches,16000,20,4,12800,180,False,180,47604.725851287425
Ice Cream & Desserts,Ching's Secret Singapore Curry Instant Noodles,1500,0,3,1500,60,False,60,4184.009108023309
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,12500,9,6,11300,400,False,500,63039.07056088452
Ice Cream & Desserts,Godrej Yummiez Chilli Chicken Sausages ,16000,10,3,14400,250,False,250,40166.48743702377
Ice Cream & Desserts,Pedigree Dentastix  Dog Treat Oral Care for Adult Medium Breed ,17500,20,6,14000,180,False,180,78101.50334976843
Ice Cream & Desserts,Maggi Hot & Sweet - Tomato Chilli Sauce,17000,10,1,15300,1000,False,1,14225.63096727925
Ice Cream & Desserts,Ching's Secret Asian Hot Instant Soup,1500,0,3,1500,15,False,15,4184.009108023309
Ice Cream & Desserts,Kellogg’s Chocos Protein And Fibre Of 1 Roti,49900,11,6,44400,1200,False,1,247693.33919497987
Ice Cream & Desserts,Mother's Recipe Pickle - Mango,14900,26,4,10900,500,False,500,40538.39935773695
Ice Cream & Desserts,Chings Secret Manchurian Instant Noodle,6000,0,6,6000,240,False,240,33472.07286418647
Ice Cream & Desserts,Kellogg's Original Corn Flakes,31000,6,6,29000,875,False,875,161781.68551023462
Ice Cream & Desserts,Ching's Singapore Curry Instant Noodles,6000,0,4,6000,240,False,240,22314.71524279098
Ice Cream & Desserts,Kellogg's Almonds And Cranberries Granola,33000,6,6,31000,460,False,460,172939.04313163008
Ice Cream & Desserts,Nestle Ceregrow Multigrain Cereal with Milk and Fruits - 3 to 6 years,29200,0,6,29200,300,False,300,162897.42127237417
Ice Cream & Desserts,MTR 3 Minute Breakfast - Magic Masala Upma,2500,0,6,2500,60,False,60,13946.697026744363
Ice Cream & Desserts,Smith & Jones Masala Noodles,6800,10,5,6100,360,False,360,28358.283954380204
Ice Cream & Desserts,"Knorr Classic Tomato Soup With 100% Real Vegetabls, No Added Preservatives",5500,0,6,5500,53,False,53,30682.733458837596
Ice Cream & Desserts,Godrej Yummiez Chicken Punjabi Tikka ,29500,9,6,26600,360,False,360,148392.85636456002
Ice Cream & Desserts,Kellogg's Corn Flakes,42500,9,1,38300,1000,False,1,35610.566408287275
Ice Cream & Desserts,Kelloggs Chocos,17000,5,4,16000,385,False,385,59505.90731410928
Ice Cream & Desserts,Pedigree Puppy Dry Dog Food Food Chicken & Milk,29000,20,6,23200,1200,False,1200,129425.34840818768
Ice Cream & Desserts,Ching's Secret Lemon Coriander Instant Soup,1500,0,5,1500,15,False,15,6973.3485133721815
Ice Cream & Desserts,Nestle Cerelac Baby Cereal With Milk Wheat-Rice Mixed Fruit,26100,0,6,26100,300,False,300,145603.51695921115
Ice Cream & Desserts,Kelloggs Chocos - Moons & Stars,66000,40,4,39600,1200,False,1,147277.12060242047
Ice Cream & Desserts,ITC Master Chef Chicken Galouti Kebab,17000,4,2,16200,210,False,210,30124.86557776782
Ice Cream & Desserts,Yogabar 100% Pure Peanut Butter Creamy & Yummy Unsweetened,22900,10,6,20600,400,False,400,114920.78350037355
Ice Cream & Desserts,Kitchens Of India Palak Paneer,13000,30,6,9100,285,False,285,50765.97717734948
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolat,9900,11,6,8800,175,False,175,49092.373534140155
Ice Cream & Desserts,Soulfull Ragi Bites Choco Fills,16900,5,4,16000,250,False,250,59505.90731410928
Ice Cream & Desserts,Figaro Sliced Black Olive ,17900,0,6,17900,450,False,450,99858.35071148963
Ice Cream & Desserts,Veeba Barbeque Sauce,14900,8,6,13700,330,False,330,76427.89970655911
Ice Cream & Desserts,The Whole Truth Vegan Mocha Almond Fudge Energy Bar No Sugar,6000,20,6,4800,40,False,40,26777.658291349177
Ice Cream & Desserts,"The Whole Truth - Nuts, Fruits & Seeds Muesli",32500,20,6,26000,350,False,350,145045.64907814137
Ice Cream & Desserts,Pantai Green Curry Paste,15000,14,5,12800,114,False,114,59505.90731410928
Ice Cream & Desserts,Kelloggs Special K,21000,8,5,19200,435,False,435,89258.86097116391
Ice Cream & Desserts,Moi Soi Sichuan Chilli Oil- For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,65084.58612480702
Ice Cream & Desserts,Mother's Recipe Madras Appalam,5000,10,6,4500,100,False,100,25104.054648139852
Ice Cream & Desserts,Top Ramen Masala Oat Masala,8000,10,6,7200,280,False,280,40166.48743702377
Ice Cream & Desserts,Saffola Everyday Peppy Tomato Masala Oats,19500,12,6,17100,500,False,500,95395.40766293144
Ice Cream & Desserts,"Ching's Secret Instant Noodles, Hot Garlic",6000,0,4,6000,240,False,240,22314.71524279098
Ice Cream & Desserts,Kitchens Of India Chicken Chettinad,20000,30,1,14000,285,False,285,13016.917224961406
Ice Cream & Desserts,Nestle Cerelac Wheat - Stage 1,19000,0,6,19000,300,False,300,105994.89740325716
Ice Cream & Desserts,Sumeru Aloo Paratha,11900,5,6,11300,400,False,400,63039.07056088452
Ice Cream & Desserts,ITC Master Chef Veggie Pizza Pocket,17000,4,4,16200,340,False,340,60249.73115553564
Ice Cream & Desserts,Wingreens Farms Tangy Cheese Pita Chips & Mexican Salsa Dip,6000,15,1,5100,70,False,70,4741.8769890930835
Ice Cream & Desserts,Ching's Secret Manchow Soup,5500,0,3,5500,55,False,55,15341.366729418798
Ice Cream & Desserts,Veeba Carrot & Cucumber Sandwich Spread,8500,10,6,7600,250,False,250,42397.95896130286
Ice Cream & Desserts,Kellogg's Real Almond & Honey Corn Flakes,37000,12,3,32400,650,False,650,90374.59673330346
Ice Cream & Desserts,Kitchens Of India Mughlai Paneer,16000,30,4,11200,285,False,285,41654.1351198765
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,3000,0,5,3000,150,False,150,13946.697026744363
Ice Cream & Desserts,Ching's Secret Chowmein Hakka Noodles Masala,6000,10,2,5400,100,False,100,10041.621859255942
Ice Cream & Desserts,The Whole Truth Dark Chocolate Peanut Butter - Crunchy,23500,20,5,18800,325,False,325,87399.301367598
Ice Cream & Desserts,Mother's Recipe Bhel Puri Chutney,5500,9,4,5000,200,False,200,18595.59603565915
Ice Cream & Desserts,Kelloggs Chocos Moon & Stars,33000,10,6,29400,680,False,680,164013.15703451372
Ice Cream & Desserts,Mother's Recipe Lime Pickle ,12000,5,1,11400,400,False,400,10599.489740325715
Ice Cream & Desserts,Kitchens of India Dal Makhani,11000,30,2,7700,285,False,285,14318.608947457546
Ice Cream & Desserts,Pantai Light Soy Sauce,27500,14,5,23400,200,False,200,108784.23680860603
Ice Cream & Desserts,Ching's Secret Sweet Corn Soup,5500,0,6,5500,55,False,55,30682.733458837596
Ice Cream & Desserts,"Top Ramen Noodles, Atta",8000,0,1,8000,280,False,280,7438.23841426366
Ice Cream & Desserts,Cantina Tortilla Dip Sauce Sour Creamy Tex Mex,22500,15,5,19100,190,False,190,88793.97107027244
Ice Cream & Desserts,Dabur Hommade - Rajasthan Ki Garlic Chutne,6500,6,6,6100,200,False,200,34029.940745256245
Ice Cream & Desserts,MTR Seviyan Vermicelli ,4200,0,2,4200,400,False,400,7810.150334976843
Ice Cream & Desserts,Pantai Oyster Sauce,27500,14,4,23400,200,False,200,87027.38944688482
Ice Cream & Desserts,Go Cheese Spread - Four Pepper (Soft & Creamy),9900,5,6,9400,200,False,200,52439.580820558804
Ice Cream & Desserts,MTR Ready To Eat Paneer Butter Masala,13500,9,2,12200,300,False,300,22686.627163504163
Ice Cream & Desserts,Nestle Lactogen Stage 2 Follow-up Formula Powder,34000,0,2,34000,400,False,400,63225.02652124111
Ice Cream & Desserts,Kellogg's Crunchy Bites Chocos,19000,10,6,17100,375,False,375,95395.40766293144
Ice Cream & Desserts,Veeba Hot Sweet Tomato Chilli Sauce,10400,20,3,8300,500,False,500,23151.51706439564
Ice Cream & Desserts,Borges Durum Wheat Pasta Superior Quality,25000,40,6,14900,500,False,500,83122.3142793964
Ice Cream & Desserts,Funfoods Peanut Butter Crunchy,16900,7,1,15600,400,False,400,14504.564907814138
Ice Cream & Desserts,Pantai Red Curry Paste,6000,0,4,6000,50,False,50,22314.71524279098
Ice Cream & Desserts,ITC Master Chef Chicken Seekh Kabab,32500,0,6,32500,500,False,500,181307.0613476767
Ice Cream & Desserts,Del Monte Pizza & Pasta Sauce Spout Pack,9900,0,3,9900,400,False,400,27614.46011295384
Ice Cream & Desserts,Pantai Sriracha Red Chilli Sauce,22500,15,6,19100,200,False,200,106552.76528432693
Ice Cream & Desserts,Hershey's Cocoa Spread,29500,0,3,29500,350,False,350,82285.51245779174
Ice Cream & Desserts,Maggi Ghee Tadka Upma Express Pouch,2500,0,6,2500,65,False,65,13946.697026744363
Ice Cream & Desserts,Ching's Secret Manchurian Noodles,9100,0,5,9100,360,False,360,42304.980981124565
Ice Cream & Desserts,Kellogg's All Bran Wheat Flakes,22000,6,5,20500,425,False,425,95302.42968275314
Ice Cream & Desserts,Yummiez Chicken Breakfast Sausages,15000,0,3,15000,250,False,250,41840.09108023308
Ice Cream & Desserts,Pantai Red Curry Paste,15000,14,3,12800,114,False,114,35703.54438846557
Ice Cream & Desserts,Bagrrys Muesli Crunchy Fruit & Nut With Cranberries,33000,10,6,29700,400,False,400,165686.76067772304
Ice Cream & Desserts,Quaker Oats Pouch,27600,10,6,24800,1500,False,1,138351.23450530408
Ice Cream & Desserts,Prasuma Momos -  Cheesy Spicy Veg,29500,0,6,29500,24,False,24,164571.0249155835
Ice Cream & Desserts,Veeba Sriracha Chilli Garlic Sauce,14900,8,5,13700,320,False,320,63689.91642213259
Ice Cream & Desserts,Ching's Secret Just Soak - Veg Hakka Noodles,11500,0,6,11500,600,False,600,64154.806323024066
Ice Cream & Desserts,Moi Soi Kung Pao Sauce - For Stir Fry Marinade Spread & Dip,28000,50,5,14000,175,False,175,65084.58612480702
Ice Cream & Desserts,Figaro Plain Green Olive ,17900,0,6,17900,450,False,450,99858.35071148963
Ice Cream & Desserts,Mother's Recipe Gujrati Gorkeri Pickle,14000,10,3,12600,500,False,500,35145.676507395794
Ice Cream & Desserts,Kellogg's Muesli 20% Nuts Delight,32000,0,6,32000,500,False,500,178517.72194232783
Ice Cream & Desserts,Borges Farfalle Durum Wheat Pasta ,25000,0,5,25000,500,False,500,116222.47522286969
Ice Cream & Desserts,Kellogg's Chocos,29900,10,4,26900,700,False,700,100044.30667184622
Ice Cream & Desserts,Nestle Nan Pro 4 Follow Up Formula Powder For Older Infants ,62000,0,1,62000,400,False,400,57646.34771054336
Ice Cream & Desserts,Veeba Truly Tomato Ketchup,9900,20,6,7900,500,False,500,44071.56260451218
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,8500,4,1,8100,680,False,680,7531.216394441955
Ice Cream & Desserts,MTR Roasted Vermicelli ,5500,0,1,5500,400,False,400,5113.788909806266
Ice Cream & Desserts,Mother's Recipe Punjabi Teekha Mang Pickle,12000,10,4,10800,400,False,400,40166.48743702377
Ice Cream & Desserts,Ching's Secret Hot Garlic Instant Noodles,11400,0,6,11400,480,False,480,63596.93844195429
Ice Cream & Desserts,Kellogg's Real Honey Corn Flakes,29000,7,5,26700,630,False,630,124125.60353802482
Ice Cream & Desserts,ITC Master Chef Lebanese Falafel Kebab,13000,4,4,12400,230,False,230,46117.078168434695
Ice Cream & Desserts,Kelloggs Chocos Fills Double Chocolaty,18500,10,5,16500,250,False,250,76706.833647094
Ice Cream & Desserts,Organic India Apple Cider Vinegar,59500,9,2,53600,500,False,500,99672.39475113305
Ice Cream & Desserts,Masala Oats Masala & Coriander ,19500,9,5,17600,500,False,500,81820.62255690026
Ice Cream & Desserts,Ching's Secret  Noodles - Pad Thai Lemongras,20000,0,5,20000,130,False,130,92977.98017829575
Ice Cream & Desserts,Bagrrys Fruit and Nut Muesli with Cranberries,49900,0,5,49900,750,False,750,231980.0605448479
Ice Cream & Desserts,Kitchens Of India Yellow Dal Tadka,11000,30,6,7700,285,False,285,42955.82684237263
Ice Cream & Desserts,Soulfull Vanilla Fills - Ragi Bites,16900,5,6,16000,250,False,250,89258.86097116391
Ice Cream & Desserts,Pantai Teriyaki Sauce with Garlic,32500,15,6,27600,200,False,200,153971.53517525777
Ice Cream & Desserts,Whiskas Adult Pocket Tuna Cat Food,41000,0,1,41000,1200,False,1,38120.971873101254
Ice Cream & Desserts,Kitchens Of India Chicken Darbari ,20000,30,4,14000,285,False,285,52067.66889984562
Ice Cream & Desserts,Soulfull Millet Muesli Fruit & Nut Almonds & Real Fruits,29900,10,6,26900,400,False,400,150066.46000776935
Ice Cream & Desserts,Smith & Jones Red Pasta Sauce Mix,4000,0,6,4000,46,False,46,22314.71524279098
Ice Cream & Desserts,Kellogg's Muesli Nuts Delight,42500,9,3,38300,750,False,750,106831.69922486182
Ice Cream & Desserts,Kitchens of India Dal Bukhara Gravy Mix,11000,30,6,7700,285,False,285,42955.82684237263
Ice Cream & Desserts,The Whole Truth Peanut Butter - Sweetened & Crunchy,21500,20,6,17200,325,False,325,95953.27554400121
Ice Cream & Desserts,Remia Mayonnaise,23000,0,6,23000,241,False,241,128309.61264604813
Ice Cream & Desserts,Ching's Secret Green Chilli Sauce,10500,0,6,10500,425,False,425,58576.12751232632
Ice Cream & Desserts,Bagrrys Fruit N Fibre Muesli - Strawberry,59500,0,1,59500,1000,False,1,55321.89820608597
Ice Cream & Desserts,Ching's Secret Tomato Oats Instant Soup,1500,0,3,1500,20,False,20,4184.009108023309
Ice Cream & Desserts,Kellogg's Special K Original Corn Flakes,14000,5,1,13300,290,False,290,12366.071363713334
Ice Cream & Desserts,Moi Soi  Black Bean Sauce - Dip Spread Stir Fry & Marinade,28000,50,5,14000,175,False,175,65084.58612480702
Ice Cream & Desserts,Tong Garden Wasabi Green Peas,17500,4,6,16700,150,False,150,93163.93613865234
Ice Cream & Desserts,Ching's Secret Red Chilli Sauce,10500,0,4,10500,440,False,440,39050.75167488422
Ice Cream & Desserts,Ching's Instant Hot and Sour Soup,5500,0,5,5500,55,False,55,25568.94454903133
Ice Cream & Desserts,Ching's Secret Noodles - Pad Thai Original,20000,0,6,20000,130,False,130,111573.5762139549
Ice Cream & Desserts,Aashirvaad Instant Meals - Khatta Meetha Pohaa With Millets,5500,30,5,3800,80,False,80,17665.816233876194
Ice Cream & Desserts,Del Monte Black Sliced Olives,25000,0,1,25000,450,False,450,23244.495044573938
Ice Cream & Desserts,Kitchens Of India Murgh Methi,22000,30,5,15400,285,False,285,71593.04473728772
