Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,target
Fruits & Vegetables,Onion,2500,16,3,2100,1000,False,1,5857.612751232632
Fruits & Vegetables,Tomato Hybrid,4200,16,3,3500,1000,False,1,9762.687918721054
Fruits & Vegetables,Tender Coconut,5100,15,3,4300,58,False,1,11994.159443000151
Fruits & Vegetables,Coriander Leaves,2000,15,3,1700,100,False,100,4741.8769890930835
Fruits & Vegetables,Ladies Finger ,1400,14,3,1200,250,False,250,3347.207286418647
Fruits & Vegetables,Potato,3500,17,3,2900,1000,False,1,8089.08427551173
Fruits & Vegetables,Lemon,7500,16,3,6300,200,False,200,17572.838253697897
Fruits & Vegetables,Watermelon ,5800,15,3,4900,58,False,1,13667.763086209476
Fruits & Vegetables,Capsicum Green ,2300,17,3,1900,250,False,250,5299.744870162857
Fruits & Vegetables,Chilli Green ,1900,15,3,1600,100,False,100,4462.943048558196
Fruits & Vegetables,Banana Robusta,2900,17,3,2400,348,False,6,6694.414572837294
Fruits & Vegetables,Garlic Indian ,1100,18,3,900,100,False,100,2510.4054648139854
Fruits & Vegetables,Cauliflower,2600,15,3,2200,58,False,1,6136.546691767519
Fruits & Vegetables,Ginger,1400,14,3,1200,200,False,200,3347.207286418647
Fruits & Vegetables,Spinach,1900,15,3,1600,250,False,250,4462.943048558196
Fruits & Vegetables,Muskmelon,4200,16,3,3500,58,False,1,9762.687918721054
Fruits & Vegetables,Cabbage ,1500,13,3,1300,58,False,1,3626.1412269535344
Fruits & Vegetables,Methi,3000,16,3,2500,250,False,250,6973.3485133721815
Fruits & Vegetables,Broccoli,3600,16,3,3000,500,False,500,8368.018216046617
Fruits & Vegetables,Sapota,3000,16,3,2500,348,False,6,6973.3485133721815
Fruits & Vegetables,Onion,6800,16,3,5700,3000,False,3,15899.234610488573
Fruits & Vegetables,Potato,10000,16,3,8400,3000,False,3,23430.451004930528
Fruits & Vegetables,Orange Nagpur,8200,15,3,6900,232,False,4,19246.44189690722
Fruits & Vegetables,Mint Leaves ,1100,18,3,900,100,False,100,2510.4054648139854
Fruits & Vegetables,Beans French,3300,15,3,2800,250,False,250,7810.150334976843
Fruits & Vegetables,Bottle Gourd ,2600,15,3,2200,58,False,1,6136.546691767519
Fruits & Vegetables,Banana Elaichi ,5800,15,3,4900,348,False,6,13667.763086209476
Fruits & Vegetables,Coconut Big,3600,16,3,3000,58,False,1,8368.018216046617
Fruits & Vegetables,Curry Leaves,1300,15,3,1100,50,False,50,3068.2733458837597
Fruits & Vegetables,Brinjal Bharta,1900,15,3,1600,58,False,1,4462.943048558196
Fruits & Vegetables,Lettuce Iceberg,2500,16,3,2100,250,False,250,5857.612751232632
Fruits & Vegetables,Papaya,5400,16,3,4500,58,False,1,12552.027324069926
Fruits & Vegetables,Apple Shimla,14200,16,3,11900,232,False,4,33193.13892365158
Fruits & Vegetables,Bitter Gourd,1800,16,3,1500,250,False,250,4184.009108023309
Fruits & Vegetables,Brinjal Small,1800,16,3,1500,250,False,250,4184.009108023309
Fruits & Vegetables,Sweet Corn,3600,16,3,3000,116,False,2,8368.018216046617
Fruits & Vegetables,Spring Onion ,1800,16,3,1500,250,False,250,4184.009108023309
Fruits & Vegetables,Bell Peppers Red & Yellow ,11800,16,3,9900,116,False,2,27614.46011295384
Fruits & Vegetables,Pomegranate ,10600,16,3,8900,116,False,2,24825.120707604965
Fruits & Vegetables,Sweet Lime,3000,16,3,2500,116,False,2,6973.3485133721815
Fruits & Vegetables,Baby Potato,1900,15,3,1600,500,False,500,4462.943048558196
Fruits & Vegetables,Coccinia,3200,15,3,2700,250,False,250,7531.216394441955
Fruits & Vegetables,Guava,5400,16,3,4500,232,False,4,12552.027324069926
Fruits & Vegetables,Apple Washington,17700,15,3,14900,232,False,4,41561.1571396982
Fruits & Vegetables,Amla,3200,15,3,2700,250,False,250,7531.216394441955
Fruits & Vegetables,Beans Cluster,3000,16,3,2500,250,False,250,6973.3485133721815
Fruits & Vegetables,Apple Royal Gala,18900,15,3,15900,232,False,4,44350.49654504707
Fruits & Vegetables,Chilli Bhaji,3000,16,3,2500,250,False,250,6973.3485133721815
Fruits & Vegetables,Lettuce Green,2300,17,3,1900,100,False,100,5299.744870162857
Fruits & Vegetables,Baby Corn Peeled,3500,17,3,2900,250,False,250,8089.08427551173
Fruits & Vegetables,Mixed Sprouts,3500,17,3,2900,200,False,200,8089.08427551173
Fruits & Vegetables,Zucchini Green,3500,17,3,2900,250,False,250,8089.08427551173
Fruits & Vegetables,Beans Broad,4200,16,3,3500,250,False,250,9762.687918721054
Fruits & Vegetables,Raw Banana,2000,15,6,1700,500,False,500,9483.753978186167
Fruits & Vegetables,Colocasia ,2900,17,6,2400,500,False,500,13388.829145674588
Fruits & Vegetables,Tomato Cherry ,3500,17,3,2900,200,False,200,8089.08427551173
Fruits & Vegetables,Sweet Potato ,3800,15,3,3200,500,False,500,8925.886097116392
Fruits & Vegetables,Pineapple Slice,8900,15,3,7500,200,False,200,20920.04554011654
Fruits & Vegetables,Orange,5400,16,3,4500,116,False,2,12552.027324069926
Fruits & Vegetables,Dragon Fruit Imported,7000,15,3,5900,58,False,1,16457.102491558348
Fruits & Vegetables,Zucchini Yellow,4200,16,3,3500,250,False,500,9762.687918721054
Fruits & Vegetables,Apple Kinnaur,14200,16,6,11900,232,False,4,66386.27784730316
Fruits & Vegetables,Pineapple,9400,15,3,7900,58,False,1,22035.78130225609
Fruits & Vegetables,Basil,2000,15,3,1700,100,False,100,4741.8769890930835
Fruits & Vegetables,Parsley,1700,17,3,1400,100,False,100,3905.0751674884214
Fruits & Vegetables,Ridge Gourd,3000,16,3,2500,500,False,500,6973.3485133721815
Fruits & Vegetables,Papaya Cut,4600,15,3,3900,200,False,200,10878.423680860602
Fruits & Vegetables,Pomegranate Peeled,5800,15,2,4900,100,False,100,9111.842057472983
Fruits & Vegetables,Pear Green Imported,8200,15,3,6900,116,False,2,19246.44189690722
Fruits & Vegetables,Guava Thai,7000,15,3,5900,116,False,2,16457.102491558348
Fruits & Vegetables,Lettuce Red,2000,15,3,1700,100,False,100,4741.8769890930835
Fruits & Vegetables,Mango Raw,6000,16,3,5000,500,False,500,13946.697026744363
Fruits & Vegetables,Biryani /Pulav Mix,5800,15,3,4900,250,False,250,13667.763086209476
Fruits & Vegetables,Banana Nendran,5400,16,6,4500,500,False,500,25104.054648139852
Fruits & Vegetables,Pumpkin Cut,3000,16,3,2500,200,False,200,6973.3485133721815
Fruits & Vegetables,Banana Red,5400,16,6,4500,500,False,500,25104.054648139852
Fruits & Vegetables,Radish White,2300,17,6,1900,500,False,500,10599.489740325715
Fruits & Vegetables,Avocado Indian Premium,17700,15,3,14900,58,False,1,41561.1571396982
Fruits & Vegetables,Banana Leaf,1200,16,2,1000,58,False,1,1859.559603565915
Fruits & Vegetables,Sponge Gourd,2500,16,2,2100,300,False,300,3905.0751674884214
Fruits & Vegetables,Zama Organics Carrot,2000,15,3,1700,250,False,250,4741.8769890930835
Fruits & Vegetables,Safal Frozen - Mixed Vegetables,11000,4,2,10500,1000,False,1,19525.37583744211
Fruits & Vegetables,Zama Organics Sweet Potato,3700,16,3,3100,250,False,250,8646.952156581505
Fruits & Vegetables,Beetroot,1600,18,3,1300,500,False,500,3626.1412269535344
Fruits & Vegetables,Capsicum,2600,19,3,2100,500,False,500,5857.612751232632
Fruits & Vegetables,Carrot,1900,21,3,1500,500,False,500,4184.009108023309
Fruits & Vegetables,Garlic,1700,23,3,1300,200,False,200,3626.1412269535344
Fruits & Vegetables,Carrot,1300,15,0,1100,250,True,200,0.0
Fruits & Vegetables,Beetroot,1100,18,0,900,250,True,250,0.0
Fruits & Vegetables,Moong Sprouts,3500,17,0,2900,200,True,200,0.0
Fruits & Vegetables,Safal Frozen Mixed Vegetables,6000,5,0,5700,500,True,500,0.0
Fruits & Vegetables,Safal Frozen Corn,4100,4,0,3900,200,True,200,0.0
Fruits & Vegetables,Safal Frozen - Sweet Corn,16000,5,0,15200,1000,True,1,0.0
Cooking Essentials,Maggi 2 Minute Masala Noodles,1200,0,6,1200,70,False,70,6694.414572837294
Cooking Essentials,iD Idli & Dosa Batter ,8000,15,6,6800,1000,False,1,37935.01591274467
Cooking Essentials,Tata Salt,2400,0,6,2400,1000,False,1,13388.829145674588
Cooking Essentials,Arden Eggs White,9700,0,4,9700,696,False,12,36075.45630917875
Cooking Essentials,Arden Eggs White,6500,15,4,5500,348,False,6,20455.155639225064
Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),23000,4,6,21900,1000,False,1,122173.06595428061
Cooking Essentials,Aashirvaad Superior MP Atta,25000,2,6,24500,5000,False,5,136677.63086209475
Cooking Essentials,Amul Pure Ghee (Pouch),25500,2,6,24900,500,False,500,138909.10238637385
Cooking Essentials,Arden Eggs Brown,8500,7,4,7900,348,False,6,29381.041736341456
Cooking Essentials,Tata Salt Lite,4000,10,6,3600,1000,False,1,20083.243718511883
Cooking Essentials,Saffola Gold Oil (Pouch),21500,0,6,21500,1000,False,1,119941.59443000151
Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),92500,0,6,92500,5000,False,5,516027.7899895414
Cooking Essentials,Fortune Rice Bran (Pouch),22500,11,6,19900,1000,False,1,111015.70833288513
Cooking Essentials,Saffola Active Oil,21000,0,6,21000,1000,False,1,117152.25502465264
Cooking Essentials,Amul Pure Ghee (Pouch),50500,1,2,49900,1000,False,1,92792.02421793916
Cooking Essentials,Aashirvaad Atta,46000,13,6,39900,10000,False,10,222589.28454684003
Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),16000,6,4,14900,1000,False,1,55414.876186264264
Cooking Essentials,Amul Ghee (Tin),52000,2,6,50900,1000,False,1,283954.7514645152
Cooking Essentials,Amul Fresh Cream,19700,3,3,19100,1000,False,1,53276.382642163466
Cooking Essentials,Popular Essentials Pure Jaggery,5000,2,6,4900,450,False,450,27335.52617241895
Cooking Essentials,Aashirvaad Multigrain Atta,6400,3,2,6200,1000,False,1,11529.269542108674
Cooking Essentials,Fortune Soyabean Oil,100500,0,6,99900,5000,False,5,557310.0131887047
Cooking Essentials,Popular Essentials Sunflower Seeds,2500,0,6,2500,50,False,50,13946.697026744363
Cooking Essentials,Tata Sampann kabuli chana,18500,1,4,18300,1000,False,500,68059.88149051249
Cooking Essentials,Dhara Groundnut Oil (Pouch),23000,11,6,20300,1000,False,1,113247.17985716423
Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,120000,18,6,98400,5000,False,5,548941.9949726581
Cooking Essentials,24 Mantra Organic Jaggery Powder,8000,15,6,6800,500,False,500,37935.01591274467
Cooking Essentials,Tata Sampann High Protien Kabuli Chana,9400,0,1,9400,500,False,500,8739.9301367598
Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,125000,8,6,114300,5000,False,5,637642.9880627523
Cooking Essentials,D'lecta Dairy Cream,5400,5,6,5100,200,False,200,28451.2619345585
Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,1500,0,3,1500,60,False,60,4184.009108023309
Cooking Essentials,Dabur Ginger Garlic Paste,2500,8,3,2300,100,False,100,6415.480632302407
Cooking Essentials,Ching's Secret Instant Schezwan Noodles,1500,0,6,1500,60,False,60,8368.018216046617
Cooking Essentials,Gowardhan Ghee/Tuppa Jar,31500,1,6,30900,500,False,500,172381.1752505603
Cooking Essentials,Tata Sampann Unpolished Moong Dal ,9200,4,4,8800,500,False,500,32728.249022760105
Cooking Essentials,Aashirvaad Select Atta,6400,0,6,6400,1000,False,1,35703.54438846557
Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,1500,0,4,1500,100,False,100,5578.678810697745
Cooking Essentials,Gowardhan Ghee Jar,59800,3,6,57900,1000,False,1,323005.50313939946
Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,2000,0,1,2000,70,False,70,1859.559603565915
Cooking Essentials,Popular Essentials Refined Sugar,6000,0,6,6000,1000,False,1,33472.07286418647
Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,21600,7,6,19900,1000,False,1,111015.70833288513
Cooking Essentials,Saffola Veggie Twist Masala Oats,1500,0,6,1500,38,False,38,8368.018216046617
Cooking Essentials,Satyam Puffed Rice Kurmura (R),2300,0,6,2300,200,False,200,12830.961264604814
Cooking Essentials,Quaker Oats,7900,0,2,7900,400,False,400,14690.520868170728
Cooking Essentials,Aashirvaad Select Sharbati Atta,31500,10,6,28300,5000,False,5,157876.6103427462
Cooking Essentials,Popular Essentials Refined Sugar,29500,10,6,26500,5000,False,5,147834.98848349025
Cooking Essentials,Gowardhan Cow Ghee Pouch,57900,10,6,52100,1000,False,1,290649.1660373525
Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,21000,5,6,19900,1000,False,1,111015.70833288513
Cooking Essentials,Parachute Oil ,4000,7,3,3700,100,False,100,10320.555799790829
Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),1800,0,6,1800,100,False,100,10041.621859255942
Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,5600,3,4,5400,200,False,200,20083.243718511883
Cooking Essentials,Saffola Gold (Jar),124000,0,6,124000,5000,False,5,691756.1725265203
Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,12000,1,3,11800,240,False,240,32914.204983116695
Cooking Essentials,Fortune Rice Bran Health Oil (Jar),105000,1,6,103900,5000,False,5,579624.7284314957
Cooking Essentials,Arden Desi Eggs,11000,13,4,9500,348,False,6,35331.63246775239
Cooking Essentials,Fortune Rozana Basmati Rice,58500,21,6,46200,5000,False,5,257734.9610542358
Cooking Essentials,Fortune Biriyani Special Basmati Rice,17500,0,5,17500,1000,False,1,81355.73265600878
Cooking Essentials,Everest Garam Masala,7800,7,5,7200,100,False,100,33472.07286418647
Cooking Essentials,Popular Essentials Pumpkin Seeds,9000,16,6,7500,100,False,100,41840.09108023308
Cooking Essentials,Fortune Soya Health Refined Soybean Oil,21000,1,2,20600,1000,False,1,38306.92783345785
Cooking Essentials,Gowardhan Pure Ghee Pouch,29500,4,6,28100,500,False,500,156760.87458060664
Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,4000,5,3,3800,100,False,100,10599.489740325715
Cooking Essentials,Weikfield Baking Soda,3000,3,6,2900,100,False,100,16178.16855102346
Cooking Essentials,Everest Pav Bhaji Masala,3700,10,4,3300,50,False,50,12273.093383535039
Cooking Essentials,Tata Sampann Unpolished Chana Dal,9500,6,2,8900,1000,False,500,16550.080471736645
Cooking Essentials,Amul Mithai Mate EOE Tin,11200,2,6,10900,400,False,400,60807.59903660542
Cooking Essentials,Pillsbury Chakki Fresh Atta,45000,16,6,37500,10000,False,10,209200.45540116544
Cooking Essentials,Everest Chicken Masala,3900,2,1,3800,50,False,50,3533.1632467752383
Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),20500,7,6,19000,1000,False,1,105994.89740325716
Cooking Essentials,Borges Extra Virgin Olive Oil,40000,25,1,29900,250,False,250,27800.41607331043
Cooking Essentials,Everest Shahi Biryani Masala,7000,14,6,6000,50,False,50,33472.07286418647
Cooking Essentials,Popular Essentials Californian Almond,35000,28,6,25100,250,False,250,140024.8381485134
Cooking Essentials,Popular Essentials Ajwain Whole,2500,0,4,2500,50,False,50,9297.798017829575
Cooking Essentials,Everest Tikhalal Chilli Powder,23500,9,6,21200,500,False,500,118267.99078679219
Cooking Essentials,Popular Essentials Kabuli Chana Regular,8500,9,6,7700,500,False,500,42955.82684237263
Cooking Essentials,Pillsbury Chakki Fresh Atta,5200,0,4,5200,1000,False,1,19339.419877085515
Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,4500,2,6,4400,100,False,100,24546.186767070078
Cooking Essentials,Popular Essentials Bansi Sooji,3500,2,3,3400,500,False,500,9483.753978186167
Cooking Essentials,Happilo Premium International Queen Kalmi Dates,24500,29,6,17200,200,False,200,95953.27554400121
Cooking Essentials,Tata Sampann Unpolished Urad Whole,10100,6,4,9400,500,False,500,34959.7205470392
Cooking Essentials,Popular Essentials Cashew Split,32500,12,6,28300,250,False,250,157876.6103427462
Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),6000,10,6,5400,500,False,500,30124.86557776782
Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),13400,6,6,12500,500,False,500,69733.48513372181
Cooking Essentials,Everest Garam Masala,4200,2,2,4100,50,False,50,7624.194374620251
Cooking Essentials,Everest Kitchen King Masala,7000,14,2,6000,100,False,100,11157.35762139549
Cooking Essentials,24 Mantra Organic Cumin,7000,7,2,6500,100,False,100,12087.137423178447
Cooking Essentials,Nestle Milkmaid,13200,3,6,12800,400,False,400,71407.08877693114
Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,6500,9,6,5900,1000,False,1,32914.204983116695
Cooking Essentials,24 Mantra Organic Tur Dal,26000,20,6,20800,1000,False,1,116036.5192625131
Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,9900,10,6,8900,200,False,200,49650.24141520993
Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),6500,10,3,5800,500,False,500,16178.16855102346
Cooking Essentials,24 Mantra Organic Peanuts,13500,7,1,12500,500,False,500,11622.247522286969
Cooking Essentials,Everest Hingraj Powder,9000,10,2,8100,50,False,50,15062.43278888391
Cooking Essentials,Everest Black Pepper Powder,13500,14,6,11500,100,False,100,64154.806323024066
Cooking Essentials,Tata Sampann Masoor Dal Stand,15000,10,4,13400,1000,False,1,49836.197375566524
Cooking Essentials,24 Mantra Organic Besan,9500,7,5,8800,500,False,500,40910.31127845013
Cooking Essentials,Quaker Oats,19900,7,6,18400,1000,False,1,102647.69011683851
Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),48500,7,6,44900,2000,False,2,250482.67860032874
Cooking Essentials,Nestle Everyday Dairy Whitener,21000,0,4,21000,400,False,400,78101.50334976843
Cooking Essentials,24 Mantra Organic Red Poha,7500,8,1,6900,500,False,500,6415.480632302407
Cooking Essentials,Everest Powder - Tea Masala,9800,9,5,8900,100,False,100,41375.20117934161
Cooking Essentials,Tata Sampann Urad Dal Split,9400,4,6,9000,500,False,500,50208.109296279705
Cooking Essentials,Popular Essentials Idli Sooji ,3000,6,6,2800,500,False,500,15620.300669953685
Cooking Essentials,Popular Essentials Dessicated Coconut,9500,9,6,8600,200,False,200,47976.637772000606
Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,6000,28,3,4300,260,False,260,11994.159443000151
Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,16000,50,6,8000,500,False,500,44629.43048558196
Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,2500,20,6,2000,60,False,60,11157.35762139549
Cooking Essentials,Satyam Khobra,11300,10,5,10100,200,False,200,46953.87999003936
Cooking Essentials,Betty Crocker Complete Pancake Mix Original,11000,4,6,10500,250,False,500,58576.12751232632
Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,25000,0,3,25000,500,False,500,69733.48513372181
Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,13500,0,2,13500,500,False,500,25104.054648139852
Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,3700,0,6,3700,100,False,100,20641.111599581658
Cooking Essentials,Tata Sampann Moong Dal Split,18000,1,5,17800,1000,False,200,82750.40235868322
Cooking Essentials,Tata Sampann Kala Chana,6400,0,5,6400,500,False,500,29752.95365705464
Cooking Essentials,Saffola Soya Chunks Mealmaker,5000,0,2,5000,200,False,200,9297.798017829575
Cooking Essentials,24 Mantra Bura Sugar (Demerara),8000,10,6,7200,500,False,500,40166.48743702377
Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),20000,1,6,19800,50,False,50,110457.84045181535
Cooking Essentials,Hershey's Syrup Delicious Strawberry,9500,0,1,9500,200,False,200,8832.908116938097
Cooking Essentials,Popular Essentials Anjeer,19000,11,4,16900,100,False,100,62853.11460052793
Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,2000,0,2,2000,100,False,100,3719.11920713183
Cooking Essentials,Weikfield Baking Powder,3300,3,6,3200,100,False,100,17851.772194232784
Cooking Essentials,Dabur Honey Squeezy,18500,9,6,16700,225,False,225,93163.93613865234
Cooking Essentials,Tata Sampann High Protein Kali Urad,9100,14,6,7800,500,False,500,43513.69472344241
Cooking Essentials,Everest Kitchen King Masala,3700,2,6,3600,50,False,50,20083.243718511883
Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,16000,50,6,8000,500,False,500,44629.43048558196
Cooking Essentials,TilSona Til Oil,18000,10,2,16200,500,False,500,30124.86557776782
Cooking Essentials,Top Ramen Chicken Noodles,6000,10,1,5400,280,False,280,5020.810929627971
Cooking Essentials,Everest Chaat Masala,3500,2,1,3400,50,False,50,3161.2513260620553
Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,8900,10,2,8000,40,False,40,14876.47682852732
Cooking Essentials,Popular Essentials White Peas (Un-Polished),8000,10,5,7200,500,False,500,33472.07286418647
Cooking Essentials,Ching’s Secret Chowmein Hakka Noodles Masala ,4400,0,2,4400,60,False,60,8182.062255690026
Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),105000,1,6,103500,5000,False,5,577393.2569072166
Cooking Essentials,Pillsbury Choco Chip Pancake Mix,9900,5,6,9400,165,False,165,52439.580820558804
Cooking Essentials,Hershey's Caramel Syrup,23000,0,1,23000,623,False,623,21384.935441008023
Cooking Essentials,Pillsbury Multi Grain Atta,6000,6,3,5600,1000,False,1,15620.300669953685
Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,12000,1,2,11800,240,False,240,21942.803322077798
Cooking Essentials,Satyam Puffed Rice Kurmura (A),4300,0,6,4300,200,False,200,23988.318886000303
Cooking Essentials,MTR 3 Min Poha,2500,0,6,2500,60,False,60,13946.697026744363
Cooking Essentials,Ching's Manchurian Instant Noodles,1500,0,5,1500,60,False,60,6973.3485133721815
Cooking Essentials,Everest Pav Bhaji Masala,7000,0,2,7000,100,False,100,13016.917224961406
Cooking Essentials,Hershey's Chocolate Flavour Syrup,22000,6,6,20500,623,False,680,114362.91561930378
Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),5500,16,4,4600,200,False,200,17107.94835280642
Cooking Essentials,24 Mantra Red Chilly Whole,7000,7,1,6500,100,False,100,6043.568711589223
Cooking Essentials,Dabur Honey - World's No.1,12000,0,6,12000,250,False,250,66944.14572837294
Cooking Essentials,24 Mantra Organic Puffed Rice,4000,2,6,3900,200,False,200,21756.847361721204
Cooking Essentials,24 Mantra Organic Wheat Daliya ,4800,2,2,4700,500,False,500,8739.9301367598
Cooking Essentials,24 Mantra Organic Ragi Flour,6500,20,4,5200,500,False,500,19339.419877085515
Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),3500,5,6,3300,25,False,25,18409.64007530256
Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,21500,0,4,21500,1000,False,1,79961.06295333435
Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,10200,7,4,9400,2000,False,2,34959.7205470392
Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),8500,7,5,7900,500,False,500,36726.30217042682
Cooking Essentials,Popular Essentials HMT Kolam Steam,7500,0,3,7500,1000,False,1,20920.04554011654
Cooking Essentials,Popular Essentials Black Urad Split,8000,10,4,7200,500,False,500,26777.658291349177
Cooking Essentials,Keya Oregano,10900,10,5,9800,9,False,9,45559.21028736492
Cooking Essentials,Popular Essentials Pink Rajma,10000,10,6,9000,500,False,500,50208.109296279705
Cooking Essentials,Everest Chicken Masala,7400,2,6,7200,100,False,100,40166.48743702377
Cooking Essentials,Popular Essentials HMT Kolam Steam,37000,10,6,33300,5000,False,5,185770.0043962349
Cooking Essentials,Everest Shahi Paneer Masala,4200,4,5,4000,50,False,50,18595.59603565915
Cooking Essentials,Godrej Yummiez Chicken Nuggets,32500,9,1,29300,500,False,500,27242.548192240654
Cooking Essentials,Flying Bird Vanilla Essence,3500,2,6,3400,20,False,20,18967.507956372334
Cooking Essentials,Everest Sabji Masala,3000,3,6,2900,50,False,50,16178.16855102346
Cooking Essentials,Popular Essentials Californian Almond,69500,32,6,47000,500,False,500,262197.904102794
Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,11000,20,6,8800,80,False,80,49092.373534140155
Cooking Essentials,Everest Rajma Masala,3300,3,5,3200,50,False,50,14876.47682852732
Cooking Essentials,Popular Essentials White Til,4000,5,1,3800,100,False,100,3533.1632467752383
Cooking Essentials,Amul Dark Compound Chocolate Slab,12500,2,6,12200,500,False,500,68059.88149051249
Cooking Essentials,Mothers Recipe Papad Chana Masala,7900,10,6,7100,200,False,200,39608.61955595399
Cooking Essentials,Ching's Schezwan Masala Instant Noodles,6000,0,1,6000,240,False,240,5578.678810697745
Cooking Essentials,Amul Milk Compound Chocolate Slab,11000,2,6,10700,500,False,500,59691.86327446587
Cooking Essentials,Eastern Chicken Masala,7000,7,3,6500,100,False,100,18130.70613476767
Cooking Essentials,Popular Essentials Methi Seeds,2500,0,5,2500,100,False,100,11622.247522286969
Cooking Essentials,Saffola Yummy Masala Noodles ,2000,0,2,2000,46,False,46,3719.11920713183
Cooking Essentials,Cadbury Hot Chocolate,17500,5,6,16600,200,False,200,92606.06825758256
Cooking Essentials,Ching's Chicken Chilli Masala,1000,0,6,1000,20,False,20,5578.678810697745
Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,6200,6,6,5800,250,False,250,32356.33710204692
Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,10000,10,6,9000,50,False,50,50208.109296279705
Cooking Essentials,Popular Essentials Idli Rice,6000,10,4,5400,1000,False,1,20083.243718511883
Cooking Essentials,Everest Chole Masala,3300,3,1,3200,50,False,50,2975.295365705464
Cooking Essentials,Dabur Hommade Tamarind Paste,4800,6,6,4500,200,False,200,25104.054648139852
Cooking Essentials,"""Maggi Magic Cubes, Vegetarian Masala (Free 2 Cubes Inside)""",3500,2,6,3400,48,False,48,18967.507956372334
Cooking Essentials,Popular Essentials Cooking Soda,3000,10,6,2700,200,False,200,15062.43278888391
Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,25500,6,2,23900,1000,False,1,44443.47452522537
Cooking Essentials,Everest Pani Puri Masala,3100,3,6,3000,50,False,50,16736.036432093235
Cooking Essentials,Nissin Cup Noodles Tangy Tomato,5000,10,2,4500,70,False,70,8368.018216046617
Cooking Essentials,Ching's Veg Manchurian Masala,1000,0,2,1000,20,False,20,1859.559603565915
Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,22000,50,6,11000,200,False,200,61365.46691767519
Cooking Essentials,Everest Garam Masala,15800,10,6,14200,200,False,200,79217.23911190798
Cooking Essentials,24 Mantra Organic Jowar Flour,7000,7,6,6500,500,False,500,36261.41226953534
Cooking Essentials,Maggi Coconut Milkpowder,10000,0,6,10000,100,False,100,55786.78810697745
Cooking Essentials,On1y Pepper Grinder,15900,9,1,14400,50,False,50,13388.829145674588
Cooking Essentials,Popular Essentials Rice Flour,6000,0,3,6000,1000,False,1,16736.036432093235
Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,2800,10,1,2500,65,False,65,2324.4495044573937
Cooking Essentials,24 Mantra Organic Brown Sona Masoori Rice,9500,0,6,9500,1000,False,1,52997.44870162858
Cooking Essentials,Happilo Premium Afghani Anjeer,36500,29,2,25600,200,False,200,47604.725851287425
Cooking Essentials,Popular Essentials Chiroti Sooji,3500,2,6,3400,500,False,500,18967.507956372334
Cooking Essentials,RRO Til Dil Premium Til Oil Bottle,33000,10,5,29400,1000,False,1,136677.63086209475
Cooking Essentials,Popular Essentials Red Rajma,9000,10,6,8100,500,False,500,45187.29836665173
